siren,count,nom,address,cp,Coordonnee X,Coordonnee Y,Latitude,Longitude
100700004.0,2,RECAPE CECILE,21 avenue frizac,31190,570279.2,6245451.7,43.29642098772211,1.4022745203261018
101300002.0,1,RODRIGUE BLON,5 rue des vaureitres,49170,421549.9,6703786.3,47.375825667060134,-0.6914868728485635
101600005.0,1,RPI 113,9 rue de saint omer,62960,651379.7,7049400.8,50.53994322578218,2.315209071603737
101900009.0,1,PROFESSEUR DES ÉCOLES,570 rue beer sheva,69009,839238.5,6522542.1,45.788275358195456,4.792369439711244
102300001.0,2,RPC HUCHENNEVILLE,rue de rosières,80132,613832.5,6966688.4,49.79877685664972,1.7979872133442092
123456789.0,5,RPI CHASSAL MOLINGES,4 bis rue des ecoles,39360,912695.1,6587583.8,46.35464125870707,5.7666411641416015
131000687.0,1,RAJON,rue jean giono,13111,881921.1,6275708.6,43.557105385988606,5.250981949954486
192100378.0,1,PRINCIPALE,place de pfeddersheim,21340,824490.3,6651206.1,46.94944414693162,4.63690682719342
197621972.0,1,CDI DU COLLEGE JEAN DELACOUR,830 rue spalikowski,76690,564100.2,6946314.5,49.60147860398098,1.1207920202430337
198600538.0,2,CAMILLE CLAUDEL,rue henri dunant,86400,491125.7,6563892.2,46.14262354897654,0.293576942188264
200021269.0,2,POLE ENERGIE FRANCHE-COMTE,rue pierre mendes france,70400,982732.1,6725956.8,47.57333032689825,6.762163787640447
200062149.0,1,28° COLLEGE,3 avenue georges freche,11200,680440.6,6231728.9,43.18451885582123,2.759576306632732
211001078.0,2,MAIRIE DE COUVIGNON,place de la mairie,10200,822584.4,6790950.2,48.2073749995544,4.650249858196214
211001086.0,2,MAIRIE DE CRANCEY,30 rue de faverolles,10100,747464.7,6824228.8,48.51656488762761,3.642702923344732
211001144.0,2,MAIRIE DE CUSSANGY,rue des cannes,10210,782247.2,6769084.6,48.01697545669737,4.103200374279603
211001599.0,2,MAIRIE DE LES GRANDES CHAPELLES,place de la mairie,10170,775253.0,6818659.7,48.46383929837123,4.017968454867951
211001714.0,11,MAIRIE DE JESSAINS,2 rue st nicolas,10140,816997.5,6800789.4,48.29691296611136,4.577704812354508
211001896.0,4,MAIRIE DE LIGNIERES,2 grande rue,10130,772086.5,6761630.3,47.951096330351156,3.9657044006513167
211001987.0,2,MAIRIE DE LONGPRE LE SEC,place de la mairie,10140,808889.8,6788144.0,48.184560620779045,4.4652351440304905
211001995.0,4,MAIRIE DE LONGSOLS,35 rue basse,10240,795261.4,6815267.7,48.43069905972933,4.287836431787071
211002019.0,2,MAIRIE DE LA LOUPTIERE THENARD,1 rue de la mairie,10400,732105.7,6809737.4,48.38714124591473,3.4336596239444668
211002217.0,1,MAIRIE DE MATHAUX,rue de l'ecole,10500,809377.8,6809027.5,48.37234368728392,4.477056137764476
211002407.0,1,RPI MACEY-MONTGUEUX-GRANGE L'EVEQUE,1 rue de la mairie,10300,770953.6,6800979.2,48.30526903835536,3.956916889270991
211002423.0,4,MAIRIE DE MONTIER EN L'ISLE,grande rue,10200,823350.8,6796827.0,48.2600964391795,4.662229397911184
211002431.0,1,MAIRIE DE MONTIGNY LES MONTS,1 rue du pilori,10130,770436.4,6778548.7,48.103512758566225,3.946317120162136
211002696.0,1,MAIRIE DE PALIS,2 place gambetta,10190,752517.7,6798880.6,48.28813705993352,3.70804271416048
211003066.0,2,MAIRIE DE RHEGES,grande rue,10170,773589.3,6827922.7,48.54735227152327,3.9970476346227666
211003140.0,4,MAIRIE DE ROSIERES,place charles de gaulle,10430,779066.5,6795703.7,48.25687009451526,4.0653646238241015
211003561.0,4,MAIRIE DE LA SAULSOTTE,10 rue pavee,10400,736978.5,6827058.6,48.54270339707745,3.500960392884563
211101050.0,1,MAIRIE DE COURNANEL,rue de la mairie,11300,631399.4,6225429.5,43.124834630621116,2.157618449663193
211101191.0,7,MAIRIE DE LA DIGNE D'AMONT,rue de la mairie,11300,631399.4,6225429.5,43.124834630621116,2.157618449663193
211101241.0,3,MAIRIE DE DURBAN-CORBIERES,rue de la mairie,11360,684788.7,6210743.2,42.995876930649366,2.8136316535792756
211101480.0,1,MAIRIE DE FONTCOUVERTE,7 avenue de l'estagnol,11700,674776.1,6229964.1,43.168467390208384,2.6900341931047604
211101530.0,3,MAIRIE DE LA FORCE,2 rue de l'ecole,11270,626263.0,6233185.8,43.19408398150775,2.0934579206060446
211101811.0,2,MAIRIE DE LABECEDE LAURAGNAIS,rue de la mairie,11400,608919.2,6246520.3,43.3120184266804,1.8779251593335635
211102090.0,1,MAIRIE DE LUC S AUDE,14 rue du pressoir,11190,640292.1,6206966.1,42.95958400486924,2.2689087872851466
211102355.0,3,MAIRIE DE MISSEGRE,28 rue de la mairie,11580,648787.5,6211766.6,43.003412078900716,2.3724585331664603
211102538.0,2,MAIRIE DE MONTOLIEU,rue de la mairie,11170,636269.0,6245945.8,43.30982185780263,2.214905895485273
211102651.0,3,MAIRIE DE FIXIN,21 route des grands crus,21220,849338.0,6684724.1,47.24601607940955,4.974520226955592
211102744.0,2,MAIRIE DE PAULIGNE,place de la mairie,11300,631534.0,6219549.2,43.07196191278283,2.160039219071844
211103239.0,6,MAIRIE DE ROQUETAILLADE,1 place de la mairie,11300,634662.5,6210872.5,42.99422268174044,2.1994969804968854
211300447.0,1,MAIRIE DE GRANS,boulevard victor jauffret,13450,866780.2,6280938.8,43.60786971173301,5.0654192014300365
211300553.0,1,: ECOLE PRIMAIRE PUBLIQUE EOURES,22 boulevard notre dame,13011,904538.5,6247902.7,43.30091661400405,5.519680837220583
211300946.0,1,MAIRIE DE PELISSANNE,parc roux de brignoles,13330,873742.6,6283770.3,43.63166478991381,5.152555944271167
211403183.0,3,MAIRIE DE GRAYE SUR MER,36 rue grande,14470,447641.0,6919948.1,49.329166340692616,-0.4719687138298801
211404090.0,1,MAIRIE DE MERVILLE-FRANCEVILLE PLAGE,avenue alexandre de lavergne,14810,467600.6,6912717.2,49.27179395499548,-0.19365463695560087
211501531.0,7,MAIRIE DE PLEAUX,place georges pompidou,15700,639176.1,6448546.3,45.13352176039853,2.226260571716915
211601075.0,1,MAIRIE DE COULGENS,rue du docteur louis ferrand,16560,489268.1,6527064.4,45.810613700466654,0.28592183146847205
211601091.0,1,MAIRIE DE COURBILLAC,grand'rue,16200,453013.9,6523791.7,45.7689845747246,-0.1788431160689079
211601448.0,18,MAIRIE DE FOUQUEURE,place de la mairie,16140,473126.0,6535678.2,45.88294076842538,0.07409728718914649
211602008.0,3,MAIRIE DE MAINE DE BOIXE,28 rue principale,16230,481031.6,6531916.9,45.851683586621505,0.17769724974953727
211701263.0,5,MAIRIE DE COURCERAC,21 rue de matha,17160,439098.2,6532522.7,45.84235007891616,-0.36251759228066216
211701297.0,3,MAIRIE DE COURPIGNAC,44 rue principale,17130,426787.4,6475462.4,45.32421325015039,-0.4885083027294961
211702642.0,3,MAIRIE DE NIEUL-SUR-MER,rue de beauregard,17137,379288.1,6576125.7,46.20889936482625,-1.1616592487613806
211702659.0,1,MAIRIE DE NIEULLE SUR SEUDRE,place de la mairie,17600,388979.0,6524930.8,45.753019276766395,-1.00248320025778
211801014.0,1,MAIRIE DE GERMIGNY-L'EXEMPT,3 place de la mairie,18150,692263.4,6646266.5,46.91654344254474,2.898341561004957
211801337.0,2,MAIRIE DE LUNERY,place jacques georges,18400,644434.2,6648675.4,46.93596318012974,2.269596503343605
211801394.0,4,MAIRIE DE MARSEILLES-LES-AUBIGNY,3 rue du port,18320,701046.9,6663000.6,47.06725146849856,3.0137946214267703
211801790.0,1,MAIRIE DE PIGNY,rue de la mairie,18110,657947.5,6674660.6,47.170896610540225,2.444818358346647
211801857.0,2,MAIRIE DE PRESLY,4 place de la mairie,18380,651544.8,6698941.7,47.38904308970775,2.3576851603439333
211801899.0,1,MAIRIE DE QUANTILLY,place de la mairie,18110,648552.5,6680778.0,47.22530696947832,2.3200947320148955
211907209.0,1,MAIRIE DE DONZENAC,place de la mairie,19270,586254.2,6465912.1,45.283160557522,1.5490995897032809
211908207.0,1,MAIRIE DE FAVARS,6 rue de la croix rouge,19330,596304.4,6463633.2,45.26423274311996,1.6777579015717587
211908603.0,2,MAIRIE DE GOULLES,1 avenue de la xaintrie blanche,19430,627414.2,6438268.9,45.03985281304706,2.078176425356486
211915103.0,2,MAIRIE DE NOAILLES,place de la mairie,19600,583937.7,6445781.8,45.101548393024004,1.5243560101417115
212001218.0,1,MAIRIE DE GALERIA,village,20245,1165287.2,6162128.0,42.409251489207726,8.648360550648842
212001382.0,1,MAIRIE DE LAVATOGGIO,village,20225,1186043.6,6178839.1,42.54541732053991,8.914581079085936
212001648.0,5,MAIRIE DE MONACIA D'OREZZA,village,20229,1224713.4,6162778.7,42.374481816573,9.36745411915404
212001655.0,2,MAIRIE DE MONCALE,village,20214,1185298.8,6177032.3,42.529720973669896,8.903910663673525
212001663.0,1,MAIRIE DE MONTE,village,20290,1225751.4,6173389.3,42.468791696343004,9.39039342999523
212002026.0,2,MAIRIE DE PARATA,village,20229,1224713.4,6162778.7,42.374481816573,9.36745411915404
212002174.0,5,MAIRIE DE PIAZZOLE D'OREZZA,village,20229,1224713.4,6162778.7,42.374481816573,9.36745411915404
212002562.0,5,MAIRIE DE RAPAGGIO,village,20229,1224713.4,6162778.7,42.374481816573,9.36745411915404
212101919.0,2,MAIRIE DE CORCELLES LES CITEAUX,8 rue de l'eglise,21910,857622.8,6676808.4,47.17285070118857,5.081264627202188
212101943.0,4,MAIRIE DE CORGOLOIN,place de la mairie,21700,845714.7,6668636.4,47.10201447532528,4.921469746122865
212102040.0,3,MAIRIE DE COURCELLES LES MONTBARD,route de benoisey,21500,804928.1,6722348.2,47.59316260981422,4.396283445524471
212102099.0,3,MAIRIE DE COUTERNON,rue de dijon,21560,862449.5,6694726.0,47.332943451412255,5.1513981322704385
212102172.0,1,MAIRIE DE CURLEY,village,21220,842173.0,6676874.8,47.1769452041426,4.877355543652237
212102263.0,3,MAIRIE DE DARCEY,place des ecoles,21150,818125.3,6717843.4,47.550389146333465,4.570663239922472
212102271.0,3,MAIRIE DE DAROIS,rue de la mare,21121,846309.1,6700642.4,47.38994957898388,4.93965787081388
212102297.0,4,MAIRIE DE DIANCEY,village,21430,801724.2,6670692.5,47.12872066468377,4.341976346459745
212102610.0,9,MAIRIE DE FAUVERNEY,place de la mairie,21110,862250.3,6686147.4,47.25579268081958,5.145674910661363
212102834.0,1,MAIRIE DE FRAIGNOT ET VESVROTTE,grande rue,21580,851104.1,6726124.7,47.618178737104394,5.011804740918633
212102891.0,14,MAIRIE DE FUSSEY,place de la mairie,21700,845714.7,6668636.4,47.10201447532528,4.921469746122865
212103014.0,4,MAIRIE DE GLANON,grande rue,21250,859882.9,6666571.2,47.080188680336846,5.107474432306447
212103048.0,12,MAIRIE DE GRANCEY LE CHATEAU,place des halles,21580,851993.6,6731869.0,47.6696613444635,5.0256038837554415
212103162.0,2,MAIRIE DE HEUILLEY SUR SAONE,1 rue de la mairie,21270,885240.8,6694962.3,47.32908846822875,5.4531494127496245
212103337.0,1,MAIRIE DE LABRUYERE,place de la mairie,21250,866661.7,6663200.1,47.048186533961726,5.195547900867699
212103386.0,2,MAIRIE DE LAMARGELLE,grande rue,21440,838470.7,6715977.1,47.529638211151884,4.8405184859232335
212103428.0,5,MAIRIE DE LAPERRIERE SUR SAONE,5 place de l'europe,21170,877545.6,6670568.3,47.111681297766715,5.341725310670076
212103444.0,8,MAIRIE DE LECHATELET,grande rue,21250,859882.9,6666571.2,47.080188680336846,5.107474432306447
212103477.0,1,RPI ECOLE PRIMAIRE,rue aux loups,21200,842486.5,6656747.0,46.995716145562994,4.8751831220437305
212103493.0,6,MAIRIE DE LIERNAIS,rue de la guette,21430,797138.1,6679261.9,47.20654289964721,4.283328810152067
212103535.0,1,MAIRIE DE LONGECOURT,place de la mairie,21110,862250.3,6686147.4,47.25579268081958,5.145674910661363
212103626.0,3,MAIRIE DE MACONGE,place de la mairie,21320,822270.7,6681091.1,47.21885717604826,4.61576947792032
212103724.0,5,MAIRIE DE MONTESPAN,village,31260,528711.6,6216250.2,43.02641441844585,0.8979095440185598
212103733.0,4,MAIRIE DE MALAIN,rue maurice bene,21410,835468.8,6693043.9,47.32387233151703,4.793708758679807
212103840.0,6,MAIRIE DE MAREY LES FUSSEY,grande rue,21700,845165.2,6666717.2,47.08487620150707,4.913601519532183
212103857.0,2,MAIRIE DE MAREY SUR TILLE,rue de varoux,21120,856325.4,6723943.8,47.59733706733047,5.080524762881012
212103907.0,28,MAIRIE DE MARSANNAY LA COTE,place jean bart,21160,850340.1,6687392.5,47.26980455407082,4.9886525917734446
212104004.0,1,MAIRIE DE LE-MEIX,grande rue,21580,851104.1,6726124.7,47.618178737104394,5.011804740918633
212104285.0,6,MAIRIE DE MONTHELIE,place de la mairie,21190,829828.4,6656219.9,46.992696659290026,4.7086858255147295
212104350.0,2,MAIRIE DE MONTLIOT ET COURCELLES,place de la mairie,21400,816762.5,6747984.9,47.821874905328634,4.560466595398446
212104400.0,1,MAIRIE DE MONTOT,grande rue,21170,874747.4,6669494.3,47.102757242494356,5.304426485670311
212104608.0,1,MAIRIE DE NOIRON,place de la mairie,21400,816762.5,6747984.9,47.821874905328634,4.560466595398446
212104673.0,4,MAIRIE DE OISILLY,grande rue,21310,865306.1,6700114.2,47.380723635645325,5.1911899247184445
212104780.0,7,MAIRIE DE PASQUES,1 place de l'ormeau,21370,840486.7,6697882.2,47.366370674624186,4.861635445292938
212104921.0,2,MAIRIE DE POMMARD,rue de la mairie,21630,836352.4,6658113.8,47.009301991338425,4.794892979483191
212105068.0,8,MAIRIE DE PREMEAUX PRISSEY,place de la mairie,21700,845714.7,6668636.4,47.10201447532528,4.921469746122865
212105233.0,1,MAIRIE DE REULLE VERGY,place de la mairie,21220,847834.9,6678017.2,47.185990982717954,4.9524624266967825
212105258.0,2,MAIRIE DE LA ROCHE EN BRENIL,rue de lyon,21530,788890.1,6698303.4,47.37910158524315,4.178126097175658
212105266.0,3,MAIRIE DE ROCHEFORT SUR BREVON,place de la mairie,21510,830061.4,6730803.7,47.66477344832509,4.733105826408002
212106066.0,5,MAIRIE DE LADOIX-SERRIGNY,place de la mairie,21550,843211.5,6664617.1,47.06639741763406,4.887195747732132
212201107.0,4,MAIRIE DE LANMERIN,2 route de langoat,22300,233399.4,6867714.0,48.74054835275774,-3.351948064103515
212201289.0,5,MAIRIE DE LOCARN,8 place du centre,22340,224339.0,6821548.2,48.32002744434225,-3.4237336667514757
212201446.0,11,MAIRIE DE LA MEAUGON,rue des fontaines,22440,269077.3,6838161.2,48.500257962139685,-2.838414452515292
212201933.0,1,MAIRIE DE PLESTAN,48 rue de penthievre,22640,297018.9,6827882.8,48.42598235934511,-2.4514903643751995
212202469.0,2,MAIRIE DE POMMERET,7 rue du stade,22120,284561.7,6832835.0,48.46257112452477,-2.6242133866495374
212202804.0,6,MAIRIE DE DURY,2 rue de la mairie,62156,700431.6,7016698.8,50.24825854714041,3.006043753355465
212402564.0,2,MAIRIE DE MARSAC-SUR-L'ISLE,95 route de bordeaux,24430,515796.4,6456474.4,45.18295395383434,0.6543685604984084
212402622.0,12,MAIRIE DE MAYAC,bourg,24420,530868.2,6459028.9,45.209812567728775,0.8453045851059656
212403059.0,33,MAIRIE DE NANTHIAT,bourg,24800,527192.0,6476922.0,45.36995272115795,0.7921226516112541
212403544.0,2,MAIRIE DE LA ROCHE CHALAIS,place emile cheylud,24490,464839.1,6454789.7,45.15228506737197,0.006850163324956968
212403547.0,3,MAIRIE DE LA ROCHE-CHALAIS,place emile cheylud,24490,464839.1,6454789.7,45.15228506737197,0.006850163324956968
212500912.0,5,MAIRIE DE LES BRESEUX,35 rue principale,25120,987718.7,6692653.3,47.27175557668443,6.8070650642674355
212501993.0,3,MAIRIE DE DESERVILLERS,8 rue de l'ecole,25330,933254.2,6660344.8,47.00250402879318,6.070595774341992
212502017.0,9,MAIRIE DE DOMMARTIN,6 rue de l'ecole,25300,951640.4,6652299.0,46.923438405272314,6.3079270573522175
212502322.0,2,MAIRIE DE FAIMBE,10 grande rue,25250,972018.8,6715975.8,47.4881137980796,6.613736065863622
212502561.0,4,MAIRIE DE FRAMBOUHANS,6 grande rue,25140,987345.2,6686839.4,47.21963793779843,6.798432827274755
212502579.0,1,MAIRIE DE FRANEY,grande rue,25170,918844.7,6691312.5,47.28600558729902,5.8960263459371625
212502991.0,4,MAIRIE DE GUILLON LES BAINS,14 grande rue,25110,956280.0,6696429.1,47.31861217577976,6.393760402737068
212503304.0,7,MAIRIE DE LAVANS-QUINGEY,place de la mairie,25440,913094.4,6666101.5,47.05877526404071,5.810053331696199
212503619.0,6,MAIRIE DE MALBUISSON,52 grande rue,25160,951962.0,6638489.4,46.799087768770285,6.3045570131728805
212503999.0,4,MAIRIE DE MONTFORT,rue de la mairie,25440,920093.2,6666101.5,47.05877526404071,5.900284753356629
212504278.0,4,MAIRIE DE NOIRONTE,1 grande rue,25170,917493.6,6689718.4,47.272108894771634,5.877394413968679
212504971.0,14,MAIRIE DE ROCHES LES BLAMONT,place victor hugo,25310,990207.0,6707985.0,47.4085274565555,6.849821212973978
212506117.0,4,MAIRIE DE LA VEZE,1 rue de l'ecole,25660,936226.3,6687606.7,47.24670492976028,6.123871054812299
212601736.0,3,MAIRIE DE MARCHES,avenue du vercors,26300,866374.2,6432938.4,44.97565091139134,5.1106985524140764
212601884.0,1,MAIRIE DE MOLLANS SUR OUVEZE,porte major,26170,874833.8,6351244.7,44.2384031214851,5.1892396184502285
212602346.0,2,MAIRIE DE PIEGROS LA CLASTRE,place de la mairie,26400,860812.5,6409686.4,44.76768953558976,5.0325805597353765
212701478.0,2,MAIRIE DE LA CHAPELLE DU BOIS DES FAULX,7 rue de la mairie,27930,566096.5,6891787.8,49.11190784981525,1.1658966815959044
212702096.0,3,MAIRIE DE ECAQUELON,place de la mairie,27290,534505.8,6912669.4,49.29218698768933,0.7251705750728035
212702500.0,1,MAIRIE DE FONTAINE-HEUDEBOURG,rue des ecoles,27490,569648.2,6893734.3,49.130136125400604,1.2139252591571972
212702542.0,1,MAIRIE DE FONTAINE SOUS JOUY,2 rue du rosey,27120,575237.1,6886616.6,49.067266880826175,1.2925881862208104
212702906.0,3,MAIRIE DE GOUPILLIERES,45 rue du neubourg,27170,536876.9,6894346.9,49.128140537266454,0.7648725070072597
212702930.0,2,MAIRIE DE GOUVILLE,route de la mairie,27240,553578.2,6862879.1,48.84930264655594,1.0045057648320472
212702948.0,4,MAIRIE DE GRAINVILLE,1 place de la mairie,27380,581271.1,6917675.9,49.34758076292646,1.3663482837984022
212703003.0,1,MAIRIE DE GROSLEY S RISLE,rue de la mairie,27170,540275.4,6885420.7,49.04876941475874,0.8147988660787946
212703227.0,3,MAIRIE DE LA HAYE MALHERBE,place de la mairie,27400,559093.6,6904354.0,49.22335059881709,1.0657985580860494
212703581.0,6,MAIRIE DE JOUY S EURE,1 rue de la croix blanche,27120,575802.6,6884698.1,49.05013034543431,1.3008896716327552
212703946.0,3,MAIRIE DE MARTOT,6 rue de la mairie,27340,559220.5,6912189.5,49.29379637323639,1.0649044838012165
212703987.0,1,MAIRIE DE MENNEVAL,12 route de rouen,27300,525731.3,6891941.1,49.10358683956114,0.6132406528091962
212704068.0,2,MAIRIE DE MESNIL SUR L'ESTREE,15 grande rue,27650,575049.9,6853766.2,48.77188609908304,1.2997060754616976
212704225.0,2,MAIRIE DE MUIDS,place emile dupont,27430,575409.3,6903804.2,49.22179371606418,1.2898505821480235
212704365.0,2,MAIRIE DE NOGENT LE SEC,3 rue du chesne,27190,553697.5,6870839.3,48.92089278457141,1.00338842426862
212704746.0,5,MAIRIE DE POSES,88 rue des masures,27740,572376.3,6913046.0,49.30425641909873,1.2454144150449704
212704894.0,2,MAIRIE DE REUILLY,place de la mairie,27930,559285.6,6888800.4,49.083597186443775,1.0736405988312492
212704902.0,2,MAIRIE DE RICHEVILLE,59 route nationale 14,27420,593525.6,6908377.9,49.26617422744242,1.5372929919559917
212704928.0,1,MAIRIE DE ROMILLY LA PUTHENAYE,rue de la mairie,27170,540275.4,6885420.7,49.04876941475874,0.8147988660787946
212800759.0,2,MAIRIE DE LA CHAPELLE DU NOYER,15 rue du chant pinson,28200,574302.9,6774079.4,48.05500788673167,1.3127114876814652
212801112.0,3,MAIRIE DE COUDRAY AU PERCHE,5 rue des tilleuls,28330,540753.1,6794537.8,48.23171953603204,0.8550970829369338
212801625.0,3,MAIRIE DE FRESNAY-LE-COMTE,16 rue de la mairie,28360,587004.0,6801386.1,48.30298764616901,1.47608628910955
212801641.0,1,MAIRIE DE FRESNAY-L'EVEQUE,3 rue de la mairie,28310,621495.5,6798252.9,48.27987473888661,1.9417521224222007
212801658.0,4,MAIRIE DE FRETIGNY,5 rue philidor,28480,549534.7,6810054.6,48.3733689019542,0.9679459935138192
212801682.0,3,MAIRIE DE GALLARDON,place du jeu de paume,28320,603352.5,6825813.5,48.52535196835586,1.6910652262618215
212801716.0,1,MAIRIE DE GARNAY,7 rue de la blaise,28500,577819.5,6846119.1,48.703652561198474,1.3395708043104375
212801831.0,1,MAIRIE DE GOMMERVILLE,3 rue de la mairie,28310,621495.5,6798252.9,48.27987473888661,1.9417521224222007
212802037.0,5,MAIRIE DE LANDELLES,5 rue de la mairie,28190,566984.8,6820051.2,48.46708519597345,1.2004489008227897
212802045.0,1,MAIRIE DE LANGEY,7 place de l'eglise,28220,564929.9,6773055.8,48.04392977212737,1.187251564424313
212802052.0,1,MAIRIE DE LANNERAY,11 rue de la mairie,28200,568871.8,6777617.5,48.08577147824079,1.238771911570245
212802334.0,6,MAIRIE DE MARBOUE,11 rue du docteur pean,28200,575843.1,6780570.1,48.113696512633496,1.331539384095389
212802417.0,1,MAIRIE DE LE MEE,2 rue de la mairie,28220,581800.6,6766410.1,47.98740454438055,1.4153942384595386
212802565.0,3,MAIRIE DE MOLEANS,1 rue du moulin,28200,580370.4,6780513.0,48.11402785690694,1.3923771985182622
212802599.0,4,MAIRIE DE MONTBOISSIER,28 rue du houssay,28800,580630.3,6792420.6,48.22119921071847,1.3926119171258902
212802623.0,2,MAIRIE DE MONTIGNY LE GANNELON,14 rue grande,28220,568331.9,6769715.7,48.014573845430405,1.233896131843844
212802789.0,2,MAIRIE DE NOGENT LE PHAYE,rue maurice lesourd,28630,594700.7,6816829.3,48.443195163246116,1.5761088141289534
212802821.0,2,MAIRIE DE NONVILLIERS-GRANDHOUX,4 place de l'eglise,28120,570557.5,6808997.2,48.368385033850544,1.2520774969243231
212900344.0,1,MAIRIE DE LE CLOITRE SAINT THEGONNEC,rue de la liberation,29410,191111.9,6837732.9,48.43995015379068,-3.8892885847972964
212900591.0,3,Mairie de GARLAN,place yves laviec,29610,202354.3,6854842.6,48.60201922653515,-3.7576126816871738
212901664.0,5,MAIRIE DE PLOEVEN,place de la mairie,29550,162967.8,6808669.3,48.156888253616906,-4.23228252296326
212902373.0,4,MAIRIE DE LA ROCHE-MAURICE,rue de la mairie,29800,159488.9,6839159.5,48.42717549825598,-4.316808014427114
213000110.0,3,MAIRIE DE LES ANGLES,rue jules ferry,30133,842315.8,6318784.3,43.953680476622075,4.773082427944038
213000565.0,1,MAIRIE DE LA BRUGUIERE,place de la mairie,30580,802772.9,6336107.0,44.116446711277746,4.284038288571588
213000953.0,3,MAIRIE DE CORCONNE,place de la mairie,30260,775529.6,6308638.0,43.87270532121975,3.939616584449588
213001001.0,1,MAIRIE DE CRUVIERS-LASCOURS,place de la mairie,30360,798764.0,6331503.3,44.075591938563655,4.2330615305895885
213001027.0,1,MAIRIE DE DIONS,place de la mairie,30190,801627.9,6323323.8,44.00157675258234,4.267172392803428
213001068.0,3,MAIRIE DE DURFORT ET SAINT-MARTIN DE SOSSENAC,chemin neuf,30170,776631.1,6321616.7,43.98938037313822,3.9552715466745982
213001142.0,1,MAIRIE DE FONTANES,rue de la mairie,30250,787521.9,6304095.0,43.83044012841064,4.088009015394044
213001159.0,2,MAIRIE DE FONTARECHES,place de l'eglise,30580,802772.9,6335474.9,44.108861557931746,4.284038288571588
213001266.0,4,MAIRIE DE GARRIGUES-SAINTE-EULALIE,place de la mairie,30190,801627.9,6323323.8,44.00157675258234,4.267172392803428
213001605.0,15,MAIRIE DE MARUEJOLS LES GARDON,place de la mairie,30350,784471.5,6318655.4,43.96153068406614,4.052861916545708
213001845.0,3,MAIRIE DE MOUSSAC,place de la mairie,30190,801627.9,6323323.8,44.00157675258234,4.267172392803428
213002058.0,2,MAIRIE DE POUGNADORESSE,place de la mairie,30330,818341.2,6333949.4,44.09457978092696,4.478000700844512
213003452.0,4,MAIRIE DE LA VERNAREDE,rue des ecoles,30530,780393.3,6354750.8,44.28716285189638,4.0074351169409965
213101892.0,8,MAIRIE DE FORGUES,village,31370,542619.8,6255595.6,43.382076535933656,1.0586573427862198
213101918.0,30,MAIRIE DE FOUGARON,village,31160,519534.8,6212172.2,42.98616631523327,0.7890298429184499
213101959.0,3,MAIRIE DE FRANCAZAL,place de la mairie,31260,536977.9,6225066.9,43.10628158623296,0.9986345873306662
213101967.0,4,MAIRIE DE FRANCON,village,31420,520505.8,6238948.8,43.22715207005814,0.7917479458574874
213102130.0,6,MAIRIE DE GARIN,village,31110,495842.3,6192008.0,42.798572292019315,0.5067411616175571
213102155.0,4,MAIRIE DE GAURE,place de la mairie,31590,590258.6,6279982.5,43.61039498243373,1.6409818792005195
213102221.0,6,MAIRIE DE GOUAUX DE LUCHON,village,31110,495842.3,6192008.0,42.798572292019315,0.5067411616175571
213102312.0,1,MAIRIE DE GRAZAC,place du village,31190,575249.8,6248280.3,43.3227488459337,1.4628017465242638
213102817.0,4,MAIRIE DE LAUNAC,rue du parc,31330,553596.3,6295486.1,43.743235707828596,1.1826843869339372
213102833.0,4,MAIRIE DE LAUTIGNAC,village,31370,542619.8,6255595.6,43.382076535933656,1.0586573427862198
213103013.0,15,MAIRIE DE LILHAC,village,31230,518740.8,6247303.7,43.30194898123529,0.7644501360569484
213103088.0,4,MAIRIE DE LUSCAN,village,31510,503730.0,6212177.6,42.98372263188733,0.5931653715483673
213103112.0,3,MAIRIE DE LA MAGDELAINE SUR TARN,place du souvenir,31340,582854.5,6302377.3,43.810690770907335,1.544198348750366
213103377.0,2,MAIRIE DE MELLES,village,31440,511396.0,6199724.8,42.873066080770236,0.6921183373102017
213103427.0,6,MAIRIE DE MILHAS,village,31160,519534.8,6212172.2,42.98616631523327,0.7890298429184499
213103633.0,15,MAIRIE DE MONTBERNARD,village,31230,518740.8,6247303.7,43.30194898123529,0.7644501360569484
213103674.0,6,MAIRIE DE MONTCLAR DE COMMINGES,village,31220,540536.4,6231719.6,43.16769311420967,1.03778415699904
213103831.0,2,MAIRIE DE MONTJOIRE,village,31380,583606.4,6290442.2,43.704645529386426,1.5549203638961178
213103914.0,15,MAIRIE DE MONTSAUNES,village,31260,528711.6,6216250.2,43.02641441844585,0.8979095440185598
213103989.0,3,MAIRIE DE NIZAN-GESSE,village,31350,511566.6,6235999.8,43.19833277085984,0.6828981851475029
213104144.0,4,MAIRIE DE PEYRISSAS,village,31420,520505.8,6238948.8,43.22715207005814,0.7917479458574874
213104177.0,10,MAIRIE DE PIBRAC,esplanade sainte germaine,31820,561491.3,6281446.3,43.6185244380221,1.284439372865978
213104193.0,4,MAIRIE DE LE PIN-MURELET,village,31370,542619.8,6255595.6,43.382076535933656,1.0586573427862198
213104235.0,2,MAIRIE DE PLAGNOLE,village,31370,542619.8,6255595.6,43.382076535933656,1.0586573427862198
213104268.0,2,MAIRIE DE POINTIS DE RIVIERE,rue principale,31210,505911.6,6223710.6,43.086332857651044,0.6179595039752719
